# id	M200c	r200c	M500c	r500c	x	y	z
271	98774273753088.0	974.7090454101562	68161466531840.0	634.6368408203125	144355.21875	86444.0078125	8969.9501953125
272	126265109512192.0	1057.8536376953125	85014465216512.0	683.123291015625	42419.8984375	96329.7421875	47660.28125
274	104744823554048.0	993.9639892578125	64893394878464.0	624.326416015625	80611.7421875	118093.546875	80540.8203125
275	100861292314624.0	981.5030517578125	71548929048576.0	644.9891357421875	48244.3515625	96199.5625	36406.9765625
276	106887039156224.0	1000.7164306640625	69427831767040.0	638.5526123046875	138348.8125	39012.828125	116967.1171875
277	111711847710720.0	1015.5192260742188	78945282162688.0	666.4606323242188	70696.5234375	179683.015625	53879.3671875
278	120271566536704.0	1040.8353271484375	94769669734400.0	708.3236083984375	164808.53125	27429.416015625	39750.9609375
279	118847877152768.0	1036.725341796875	85336545820672.0	684.0032958984375	34273.671875	85607.5390625	147846.625
280	87607643996160.0	936.4839477539062	63754775560192.0	620.6676025390625	69393.375	158541.703125	204782.578125
281	95220330921984.0	962.8672485351562	57015552442368.0	597.964111328125	156805.859375	101595.2265625	180114.46875
282	80834186969088.0	911.6898193359375	58087130005504.0	601.6734619140625	161774.4375	40315.18359375	168735.15625
283	102168363270144.0	985.7421875	62083685154816.0	615.1724243164062	182562.734375	104674.2109375	198540.265625
284	109812230651904.0	1009.717529296875	78425591119872.0	665.0245971679688	99600.40625	151569.859375	126177.234375
285	131206410665984.0	1071.4774169921875	108362452697088.0	740.7057495117188	140351.203125	60184.50390625	69900.609375
286	113904629841920.0	1022.148193359375	81163876040704.0	672.6737670898438	69948.8671875	200454.921875	76555.03125
287	90832199745536.0	947.8538208007812	65828699504640.0	627.3200073242188	180399.515625	100577.4765625	194409.5625
288	106871897718784.0	1000.6173095703125	76174105509888.0	658.5968017578125	21988.955078125	172554.59375	120392.671875
291	91769182093312.0	951.0869750976562	58778921730048.0	604.0797729492188	9323.1220703125	194119.203125	45514.8359375
292	88006337757184.0	937.9114379882812	56032491470848.0	594.517822265625	101169.7421875	17612.81640625	29664.2578125
293	100814081228800.0	981.3742065429688	73130307485696.0	649.6882934570312	52569.23046875	61860.234375	11085.5634765625
295	115490999500800.0	1026.81005859375	77197121421312.0	661.5247192382812	58545.671875	10639.12207031	72317.0078125
298	100322039037952.0	979.7625122070312	74677686894592.0	654.2494506835938	53207.50390625	54134.35546875	204930.234375
299	108280252727296.0	1004.9801025390625	71462157287424.0	644.7193603515625	126910.1796875	79033.875	182938.234375
300	91905966735360.0	951.5715942382812	61248137854976.0	612.3999633789062	161693.265625	44797.81640625	159238.6875
302	125426609422336.0	1055.447509765625	83703468392448.0	679.6141967773438	139669.6875	164870.109375	177069.875
305	106751428919296.0	1000.2352905273438	73789668851712.0	651.6478881835938	181689.4375	185109.40625	165687.1875
306	108786647826432.0	1006.615966796875	78200390549504.0	664.3665771484375	196888.0625	14989.94042969	64508.2578125
307	100631763222528.0	980.7688598632812	71451168210944.0	644.6817016601562	51845.75390625	189628.0625	86815.1875
308	100990426546176.0	981.9176635742188	67811338616832.0	633.560546875	23184.65625	181097.125	125409.2890625
309	102281827581952.0	986.1348876953125	68944022994944.0	637.0578002929688	22076.412109375	118069.4609375	8247.857421875
312	90020350263296.0	944.9935302734375	56844521308160.0	597.3671264648438	17634.58984375	155358.40625	149500.484375
313	106644214120448.0	999.9373168945312	79165625729024.0	667.0827026367188	164361.3125	122138.9140625	40865.9296875
314	116380150005760.0	1029.49462890625	88776521023488.0	693.0570678710938	12602.5068359	46745.765625	91175.0625
315	87792570859520.0	937.157470703125	59237078138880.0	605.631103515625	67707.953125	107771.7890625	54027.9375
317	108471882088448.0	1005.6238403320312	81657252020224.0	674.0197143554688	28293.478515625	180606.515625	40661.0234375
319	95636196163584.0	964.2914428710938	68725914992640.0	636.3805541992188	127316.1875	73895.4453125	990.1947021484375
320	107388266872832.0	1002.22216796875	67754962976768.0	633.37890625	107164.6640625	100220.609375	136933.875
323	98153567092736.0	972.6297607421875	71422152015872.0	644.5870971679688	177945.296875	60002.1640625	117655.8671875
324	90568050868224.0	946.9369506835938	62922696949760.0	617.93115234375	27108.697265625	17516.8515625	138585.125
326	99792793370624.0	978.01708984375	70778200522752.0	642.662109375	20510.25390625	66117.5703125	183707.609375
327	99669908652032.0	977.6348266601562	73409841070080.0	650.5204467773438	54905.52734375	134664.34375	91844.6328125
328	86779596111872.0	933.5364990234375	61115094532096.0	611.9564819335938	96074.3515625	127838.359375	110122.046875
329	98934898819072.0	975.2621459960938	73394213093376.0	650.47021484375	110897.5078125	30617.416015625	155579.453125
332	99754541318144.0	977.9133911132812	71281777049600.0	644.1795654296875	143516.359375	137678.21875	33844.9765625
333	84277794439168.0	924.4859619140625	63498524557312.0	619.8211669921875	179509.171875	99323.140625	166202.3125
334	104113522081792.0	991.93408203125	74521574899712.0	653.7886962890625	109207.203125	49508.046875	179173.6875
336	101111641931776.0	982.35546875	76562674221056.0	659.699951171875	54722.078125	839.661071777	136942.515625
337	96431452979200.0	966.9561767578125	72326955663360.0	647.3139038085938	31032.6796875	58484.40234375	170814.5625
340	114998093283328.0	1025.3675537109375	84429443694592.0	681.5617065429688	192817.40625	197016.46875	49834.65234375
341	95518411718656.0	963.8580932617188	65114476642304.0	625.038330078125	58506.60546875	129686.421875	66340.75
343	105406022025216.0	996.0294189453125	70728388968448.0	642.5122680664062	133656.703125	159445.6875	124019.453125
344	93962635313152.0	958.6163330078125	60108419629056.0	608.59130859375	185731.890625	60649.05859375	105299.1015625
345	97338085343232.0	969.9388427734375	67360727760896.0	632.1279907226562	3242.626220703	6783.572265625	32749.83984375
348	104674971615232.0	993.714599609375	84032234717184.0	680.5015258789062	87603.0859375	75424.6953125	85381.1953125
353	86192754262016.0	931.419677734375	61270015344640.0	612.4694213867188	135024.015625	75981.046875	10508.0830078125
354	97267235160064.0	969.7398681640625	72397948452864.0	647.520751953125	104471.9140625	29489.60546875	55351.1796875
355	98771396460544.0	974.7056884765625	77357360611328.0	661.9736328125	29419.412109375	101651.03125	108450.4921875
356	95938353823744.0	965.305419921875	73517156532224.0	650.8220825195312	172668.0	45432.85546875	140468.4375
357	94136631820288.0	959.201171875	65240393842688.0	625.4364013671875	158209.375	32502.083984375	189346.546875
362	91775339331584.0	951.0958862304688	64249036537856.0	622.2445678710938	8593.0576171875	152022.84375	95978.6171875
363	90174650318848.0	945.5559692382812	64201972252672.0	622.0983276367188	84472.8671875	108424.796875	102052.1875
365	96600407932928.0	967.5161743164062	68806231719936.0	636.6385498046875	76485.125	27282.515625	128680.9609375
367	99850288889856.0	978.2550659179688	59697281368064.0	607.1968994140625	187973.84375	191295.09375	65028.56640625
368	88182574022656.0	938.5390014648438	61381164400640.0	612.8621826171875	132802.421875	7203.95458984	193790.3125
379	91157585461248.0	948.9403686523438	64603593637888.0	623.4055786132812	178288.671875	143546.796875	128137.8203125
380	99527394590720.0	977.1932373046875	74373272698880.0	653.3460083007812	73576.7109375	2024.375732422	22981.15625
383	92625600249856.0	954.05908203125	56030494982144.0	594.5040283203125	19233.509765625	82713.4453125	129680.8515625
388	88666680590336.0	940.2594604492188	65182084628480.0	625.2421875	79703.7578125	191715.546875	135904.296875
